Date,Symbol1,Symbol2,Confidence,Pv,Hurst
1458877483.0,BTCUSD_bitfinexUSD,BTCUSD_bitstampUSD,100.0,2.76995724525e-05,0.296594266509
1458877495.0,BTCUSD_coinbaseUSD,BTCUSD_bitfinexUSD,96.0,0.0416987524182,0.827970163917
1458877497.0,EURJPY,BTCUSD_bitbayPLN,100.0,0.000101710830619,0.878798873259
1458877498.0,BTCUSD_btcoidIDR,BTCUSD_bitbayPLN,100.0,0.00229568399887,0.859194321623
1458877498.0,BTCUSD_coinbaseEUR,BTCUSD_bitbayPLN,100.0,0.00467865308179,0.862479875187
1458877498.0,BTCUSD_localbtcGBP,BTCUSD_bitbayPLN,100.0,6.42026137925e-07,0.591501401943
1458877500.0,BTCUSD_localbtcRUB,BTCUSD_bitbayPLN,100.0,0.0069879298893,0.682654854584
1458877500.0,USDCHF,BTCUSD_bitbayPLN,100.0,1.33647426051e-05,0.835820224866
1458877501.0,NZDUSD,BTCUSD_bitbayPLN,96.0,0.0439929132939,0.816774758419
1458877501.0,USDJPY,BTCUSD_bitbayPLN,100.0,7.42960962681e-06,0.884277212376
1458877502.0,BTCUSD_virwoxSLL,BTCUSD_bitbayPLN,97.0,0.0386284405171,0.78853670305
1458877502.0,EURCHF,BTCUSD_bitbayPLN,100.0,0.00414622551995,0.876803630831
1458877503.0,NZDJPY,BTCUSD_bitbayPLN,100.0,0.00413125158343,0.861908311416
1458877507.0,BTCUSD_coinbaseUSD,BTCUSD_bitstampUSD,100.0,0.0084341789718,0.301337428129
1458877509.0,BTCUSD_bitfinexUSD,BTCUSD_btcoidIDR,100.0,0.0022741792118,0.698055359662
1458877520.0,BTCUSD_btcoidIDR,BTCUSD_bitstampUSD,100.0,0.00260674158036,0.362263971394
1458877521.0,BTCUSD_coinbaseEUR,BTCUSD_bitfinexUSD,99.0,0.0186240283468,0.812587793443
1458877521.0,EURUSD,BTCUSD_bitfinexUSD,100.0,0.00605646167268,0.892722906846
1458877524.0,USDJPY,BTCUSD_bitfinexUSD,100.0,0.000552011816091,0.866721731828
1458877524.0,NZDUSD,BTCUSD_bitfinexUSD,100.0,0.00243643076616,0.905212896942
1458877524.0,BTCUSD_virwoxSLL,BTCUSD_bitfinexUSD,98.0,0.0258377001454,0.815175034194
1458877525.0,USDCHF,BTCUSD_bitfinexUSD,99.0,0.0147451394126,0.86397644284
1458877526.0,BTCUSD_localbtcUSD,BTCUSD_bitfinexUSD,99.0,0.0134375636084,0.622862227982
1458877527.0,NZDJPY,BTCUSD_bitfinexUSD,95.0,0.0550564490953,-1.0
1458877533.0,BTCUSD_krakenEUR,BTCUSD_bitstampUSD,100.0,7.95192597049e-08,0.285249345474
1458877539.0,EURJPY,BTCUSD_bitstampUSD,100.0,4.62048378146e-05,0.361172389093
1458877541.0,EURUSD,BTCUSD_bitstampUSD,96.0,0.0496545112241,0.329503962536
1458877542.0,CHFJPY,BTCUSD_bitstampUSD,99.0,0.0164711483729,0.429330497295
1458877543.0,GBPJPY,BTCUSD_bitstampUSD,100.0,0.0028928618054,0.343610777367
1458877544.0,USDJPY,BTCUSD_bitstampUSD,100.0,1.76287351999e-07,0.339377057336
1458877545.0,BTCUSD_localbtcRUB,BTCUSD_bitstampUSD,95.0,0.0548765535608,-1.0
1458877545.0,NZDUSD,BTCUSD_bitstampUSD,100.0,4.94630381767e-06,0.311131001136
1458877545.0,BTCUSD_virwoxSLL,BTCUSD_bitstampUSD,97.0,0.0329079368581,0.386835396543
1458877545.0,AUDJPY,BTCUSD_bitstampUSD,100.0,1.17417213581e-05,0.377065217775
1458877546.0,USDCHF,BTCUSD_bitstampUSD,100.0,0.000228999548475,0.328952940809
1458877547.0,BTCUSD_rockEUR,BTCUSD_bitstampUSD,100.0,0.00249928481003,0.485272888565
1458877547.0,BTCUSD_localbtcUSD,BTCUSD_bitstampUSD,100.0,7.21034662584e-07,0.216051166796
1458877548.0,CADJPY,BTCUSD_bitstampUSD,100.0,2.86994543275e-06,0.36705978991
1458877549.0,NZDJPY,BTCUSD_bitstampUSD,99.0,0.0123492287067,0.426341479427
1458877549.0,BTCUSD_btcoidIDR,BTCUSD_coinbaseEUR,100.0,0.00268812090014,0.859476923259
1458877554.0,BTCUSD_coinbaseEUR,BTCUSD_krakenEUR,98.0,0.0239981981662,0.867006755373
1458877558.0,BTCUSD_coinbaseUSD,BTCUSD_localbtcGBP,97.0,0.0399711783498,0.494717338349
1458877559.0,BTCUSD_krakenEUR,BTCUSD_btcoidIDR,100.0,0.000277881682604,0.674493257471
1458877563.0,BTCUSD_localbtcGBP,BTCUSD_btcoidIDR,100.0,2.26280903493e-08,0.463401919672
1458877564.0,BTCUSD_localbtcRUB,BTCUSD_btcoidIDR,100.0,0.000115372113963,0.617143513915
1458877571.0,EURJPY,BTCUSD_btcoidIDR,100.0,0.000442190956145,0.804212524643
1458877572.0,AUDUSD,BTCUSD_btcoidIDR,100.0,0.00466389810843,0.8362879292
1458877575.0,EURUSD,BTCUSD_btcoidIDR,100.0,0.00853266388005,0.856445185878
1458877575.0,CHFJPY,BTCUSD_btcoidIDR,100.0,0.000520002216013,0.788326592103
1458877576.0,GBPUSD,BTCUSD_btcoidIDR,100.0,0.00218960630319,0.80736484523
1458877577.0,GBPJPY,BTCUSD_btcoidIDR,100.0,0.000210097418716,0.799119456696
1458877578.0,USDJPY,BTCUSD_btcoidIDR,100.0,0.00021653664754,0.874290464037
1458877578.0,NZDUSD,BTCUSD_btcoidIDR,100.0,0.000992502613578,0.84162679732
1458877580.0,BTCUSD_virwoxSLL,BTCUSD_btcoidIDR,100.0,0.00342944575538,0.689550048868
1458877580.0,BTCUSD_rockEUR,BTCUSD_btcoidIDR,100.0,0.000149500160043,0.6855034975
1458877580.0,AUDJPY,BTCUSD_btcoidIDR,100.0,0.00119393970673,0.799031978457
1458877581.0,BTCUSD_localbtcUSD,BTCUSD_coinbaseEUR,95.0,0.0562543026199,-1.0
1458877581.0,CADJPY,BTCUSD_btcoidIDR,100.0,0.00169995643955,0.83380661726
1458877582.0,EURCHF,BTCUSD_btcoidIDR,100.0,0.00250927492445,0.827646547955
1458877586.0,BTCUSD_localbtcGBP,BTCUSD_localbtcRUB,100.0,0.000974834294598,0.174942141448
1458877587.0,BTCUSD_localbtcRUB,BTCUSD_coinbaseEUR,98.0,0.027598278636,0.713326395846
1458877594.0,USDCAD,BTCUSD_coinbaseEUR,100.0,0.000918522730868,0.805719899969
1458877594.0,EURJPY,BTCUSD_coinbaseEUR,100.0,0.000711314053286,0.854995513673
1458877598.0,BTCUSD_coinbaseEUR,BTCUSD_rockEUR,96.0,0.0465949655882,0.853955465325
1458877598.0,CHFJPY,BTCUSD_coinbaseEUR,100.0,0.000389862728211,0.859406232678
1458877598.0,GBPUSD,BTCUSD_coinbaseEUR,98.0,0.0207503522305,0.863443460489
1458877599.0,GBPJPY,BTCUSD_coinbaseEUR,100.0,0.00097345330471,0.879389002966
1458877600.0,BTCUSD_coinbaseUSD,AUDJPY,98.0,0.0212979687859,0.853836968996
1458877601.0,USDJPY,BTCUSD_coinbaseEUR,100.0,0.000705081319534,0.879297746969
1458877602.0,NZDUSD,BTCUSD_coinbaseEUR,95.0,0.0509313640234,-1.0
1458877602.0,BTCUSD_virwoxSLL,BTCUSD_coinbaseEUR,99.0,0.0104715856631,0.821181011833
1458877603.0,EURGBP,BTCUSD_coinbaseEUR,100.0,0.00128887672973,0.881601805992
1458877604.0,CADJPY,BTCUSD_coinbaseEUR,100.0,1.43659933314e-06,0.854996403246
1458877605.0,NZDJPY,BTCUSD_coinbaseEUR,98.0,0.021420783993,0.875538205665
1458877605.0,EURCHF,BTCUSD_coinbaseEUR,100.0,0.00358753060453,0.87446041396
1458877607.0,BTCUSD_rockEUR,BTCUSD_krakenEUR,95.0,0.0577149719388,-1.0
1458877610.0,EURUSD,BTCUSD_coinbaseUSD,95.0,0.0508533280191,-1.0
1458877612.0,BTCUSD_coinbaseUSD,CADJPY,95.0,0.058817202418,-1.0
1458877613.0,BTCUSD_localbtcGBP,BTCUSD_localbtcUSD,100.0,1.70145850656e-14,0.115072222239
1458877615.0,BTCUSD_localbtcRUB,BTCUSD_localbtcUSD,100.0,3.16878018434e-06,0.0143360170541
1458877615.0,EURCHF,BTCUSD_coinbaseUSD,96.0,0.0460364586469,0.740595913613
1458877624.0,EURJPY,BTCUSD_krakenEUR,100.0,0.000248590779823,0.883715577012
1458877627.0,CHFJPY,BTCUSD_krakenEUR,100.0,0.00626928116632,0.869887767431
1458877627.0,EURUSD,BTCUSD_krakenEUR,100.0,7.43576225076e-05,0.87666557305
1458877629.0,USDJPY,BTCUSD_krakenEUR,100.0,4.21240274742e-05,0.891667069047
1458877629.0,USDCHF,BTCUSD_krakenEUR,100.0,0.000123142188288,0.863498925399
1458877632.0,NZDJPY,BTCUSD_krakenEUR,100.0,0.000374232634922,0.863977223505
1458877633.0,EURCHF,BTCUSD_krakenEUR,100.0,8.41832415932e-07,0.886514043701
1458877634.0,BTCUSD_localbtcRUB,BTCUSD_rockEUR,98.0,0.0208076757127,0.694915574062
1458877640.0,CADJPY,BTCUSD_localbtcGBP,100.0,0.000879201957226,0.473400526148
1458877643.0,AUDUSD,BTCUSD_localbtcGBP,100.0,0.000432141635583,0.49325544094
1458877645.0,EURJPY,BTCUSD_localbtcGBP,100.0,9.89561705113e-05,0.506866136845
1458877647.0,EURUSD,BTCUSD_localbtcGBP,100.0,0.000299349059631,0.509418540645
1458877647.0,GBPUSD,BTCUSD_localbtcGBP,100.0,4.28229466846e-05,0.496221113189
1458877648.0,GBPJPY,BTCUSD_localbtcGBP,100.0,0.00572080055328,0.46865424022
1458877650.0,USDCHF,BTCUSD_localbtcGBP,100.0,0.000200155822372,0.507468496482
1458877650.0,USDJPY,BTCUSD_localbtcGBP,100.0,0.000104326318416,0.507546974384
1458877650.0,NZDUSD,BTCUSD_localbtcGBP,100.0,0.000414630141861,0.513200371338
1458877652.0,EURGBP,BTCUSD_localbtcGBP,100.0,0.000100642971062,0.499410322628
1458877654.0,NZDJPY,BTCUSD_localbtcGBP,100.0,0.000127622714704,0.501417390737
1458877654.0,BTCUSD_localbtcGBP,EURCHF,100.0,3.47134700866e-09,0.118586080909
1458877655.0,BTCUSD_localbtcRUB,AUDUSD,100.0,5.14065398925e-08,0.0655286452788
1458877658.0,BTCUSD_localbtcUSD,AUDUSD,100.0,1.09827538235e-08,0.222428379958
1458877662.0,BTCUSD_virwoxSLL,AUDJPY,100.0,3.74925530316e-09,0.0342370941215
1458877665.0,EURJPY,BTCUSD_localbtcRUB,99.0,0.0143979383689,0.691313147365
1458877670.0,BTCUSD_rockEUR,AUDJPY,100.0,2.01846271748e-10,0.0349085544626
1458877672.0,NZDJPY,BTCUSD_localbtcRUB,100.0,0.00170929673043,0.633476548729
1458877673.0,EURCHF,BTCUSD_localbtcUSD,97.0,0.0341193347448,0.411139476508
1458877675.0,AUDJPY,AUDUSD,100.0,0.0,0.00430233991201
1458877676.0,BTCUSD_localbtcUSD,CADJPY,100.0,3.70910755262e-30,0.018944065713
1458877678.0,CADJPY,BTCUSD_rockEUR,99.0,0.0140575666591,0.889715011855
1458877679.0,AUDUSD,BTCUSD_virwoxSLL,95.0,0.0503021762643,-1.0
1458877680.0,BTCUSD_virwoxSLL,CADJPY,100.0,0.0,0.00571279407848
1458877682.0,EURJPY,BTCUSD_localbtcUSD,100.0,0.000431201352775,0.460352650522
1458877684.0,CHFJPY,BTCUSD_localbtcUSD,96.0,0.0453797053014,0.433917552409
1458877688.0,BTCUSD_rockEUR,CHFJPY,100.0,1.23231444091e-15,0.253023791758
1458877690.0,NZDJPY,BTCUSD_localbtcUSD,100.0,0.0030257297046,0.397006759668
1458877691.0,EURCHF,BTCUSD_rockEUR,100.0,0.00125794775774,0.897046110881
1458877693.0,AUDJPY,CADJPY,100.0,0.0,0.00372182648014
1458877696.0,CADJPY,AUDUSD,100.0,3.95410208404e-16,0.00464886848042
1458877698.0,USDCAD,BTCUSD_rockEUR,95.0,0.0585719428289,-1.0
1458877699.0,EURJPY,BTCUSD_rockEUR,100.0,0.0022767969281,0.894266538563
1458877700.0,EURUSD,BTCUSD_rockEUR,98.0,0.0270606050482,0.894401089375
1458877701.0,CHFJPY,AUDJPY,100.0,1.49585211123e-29,0.00892753215422
1458877702.0,GBPJPY,BTCUSD_rockEUR,97.0,0.0332003332376,0.905927187598
1458877704.0,USDJPY,BTCUSD_rockEUR,99.0,0.012818974143,0.904867977327
1458877704.0,NZDUSD,BTCUSD_rockEUR,97.0,0.0325581252802,0.887647865329
1458877705.0,BTCUSD_rockEUR,EURGBP,100.0,1.03954767199e-08,0.404738106393
1458877706.0,EURGBP,BTCUSD_virwoxSLL,98.0,0.023563586054,0.375879273334
1458877707.0,NZDJPY,BTCUSD_rockEUR,100.0,0.00100357400318,0.895859095602
1458877713.0,CADJPY,CHFJPY,96.0,0.0455183315089,0.668879619243
1458877715.0,BTCUSD_virwoxSLL,EURJPY,100.0,6.92060458241e-07,0.336875866354
1458877715.0,USDCAD,BTCUSD_virwoxSLL,99.0,0.0148952543666,0.537276317233
1458877716.0,EURJPY,AUDJPY,100.0,3.8846748509e-30,0.0091328268884
1458877717.0,EURUSD,BTCUSD_virwoxSLL,100.0,1.44791770697e-05,0.49474996098
1458877720.0,USDCHF,BTCUSD_virwoxSLL,100.0,4.80304347735e-12,0.549394077888
1458877721.0,EURGBP,AUDJPY,100.0,1.33786335127e-28,0.00978075856623
1458877723.0,EURCHF,CADJPY,100.0,0.0,0.00379861806104
1458877725.0,AUDJPY,EURUSD,100.0,1.46958970701e-16,0.0210888429528
1458877726.0,AUDUSD,EURGBP,100.0,2.42474230817e-07,0.0118293190871
1458877729.0,EURJPY,AUDUSD,100.0,1.92559747034e-12,0.00449697374333
1458877730.0,USDCAD,AUDJPY,100.0,2.61107080517e-29,0.0113260481328
1458877730.0,EURUSD,AUDUSD,100.0,6.98295689944e-05,0.00641368444559
1458877731.0,CHFJPY,EURGBP,97.0,0.0303528768021,0.755898501733
1458877731.0,GBPUSD,AUDJPY,100.0,6.41407334872e-30,0.010748702371
1458877732.0,GBPJPY,AUDJPY,100.0,1.89190805671e-29,0.0110112769955
1458877734.0,USDJPY,AUDJPY,100.0,3.6951271484e-30,0.0096902607646
1458877734.0,USDCHF,AUDJPY,100.0,6.46366743825e-30,0.00928000363878
1458877735.0,NZDUSD,AUDJPY,100.0,1.05544061606e-28,0.0106956843418
1458877736.0,EURGBP,EURCHF,97.0,0.0316414094769,0.769658909134
1458877737.0,NZDJPY,AUDJPY,100.0,1.61775210069e-29,0.0106774169883
1458877738.0,EURCHF,EURJPY,96.0,0.0499259018964,0.44467682907
1458877740.0,AUDUSD,GBPJPY,100.0,9.96118151977e-11,0.0141900624791
1458877743.0,USDCAD,AUDUSD,100.0,5.85189238261e-17,0.00525876997562
1458877743.0,EURJPY,CHFJPY,100.0,0.00409064489346,0.360837479769
1458877744.0,EURUSD,CADJPY,100.0,0.0,0.00335533961786
1458877745.0,GBPUSD,AUDUSD,97.0,0.0349620287084,0.008056207214
1458877746.0,CHFJPY,EURUSD,100.0,8.42715767789e-30,0.0129105141983
1458877746.0,GBPJPY,CADJPY,100.0,0.0,0.00457576384542
1458877747.0,USDJPY,AUDUSD,100.0,0.000429774664053,0.0113450498753
1458877747.0,NZDUSD,AUDUSD,100.0,7.65809383867e-14,0.00384720065192
1458877750.0,EURGBP,EURJPY,100.0,0.000176036698347,0.481459293531
1458877750.0,NZDJPY,AUDUSD,100.0,1.14016132995e-09,0.00621346671477
1458877751.0,EURCHF,EURUSD,100.0,2.578209522e-29,0.013919591109
1458877754.0,CADJPY,GBPUSD,100.0,0.0,0.00465217704158
1458877755.0,EURJPY,EURUSD,100.0,6.40986159758e-21,0.0175105098814
1458877756.0,USDCAD,CADJPY,100.0,0.0,0.00392933058412
1458877757.0,EURUSD,EURGBP,98.0,0.0201356894725,0.583239538
1458877758.0,CHFJPY,GBPJPY,100.0,0.0,0.0034054394692
1458877760.0,USDJPY,CADJPY,100.0,0.0,0.00370930845095
1458877760.0,USDCHF,CADJPY,100.0,0.0,0.00500306485845
1458877760.0,NZDUSD,CADJPY,100.0,0.0,0.00496161096439
1458877762.0,EURGBP,GBPJPY,100.0,0.0,0.00359842252735
1458877762.0,NZDJPY,CADJPY,100.0,1.32214161095e-09,0.00784881662226
1458877763.0,EURCHF,GBPUSD,100.0,0.0,0.00332742395619
1458877767.0,EURJPY,GBPJPY,100.0,0.0,0.00491558401081
1458877768.0,EURUSD,GBPJPY,100.0,0.0,0.00380719561838
1458877769.0,CHFJPY,NZDJPY,100.0,0.0,0.00287472939182
1458877770.0,GBPJPY,GBPUSD,100.0,0.0,0.00436141960272
1458877771.0,USDCHF,CHFJPY,100.0,0.000776918383625,0.412239819786
1458877773.0,EURGBP,NZDJPY,100.0,0.0,0.00281273635644
1458877774.0,NZDJPY,EURCHF,95.0,0.0552981981405,-1.0
1458877774.0,EURCHF,NZDUSD,100.0,0.0,0.00313202293517
1458877777.0,EURJPY,GBPUSD,100.0,0.0,0.00311045954034
1458877778.0,EURUSD,GBPUSD,100.0,0.0,0.0037591750262
1458877778.0,GBPUSD,NZDJPY,100.0,0.0,0.00281863035332
1458877780.0,GBPJPY,NZDJPY,100.0,0.0,0.0053314363957
1458877781.0,USDJPY,EURCHF,98.0,0.0259260488112,0.743985902239
1458877783.0,EURGBP,USDCAD,100.0,0.0,0.00429885586594
1458877786.0,EURJPY,NZDUSD,100.0,0.0,0.0032127795334
1458877787.0,EURUSD,NZDJPY,100.0,0.0,0.00275476894241
1458877788.0,GBPUSD,NZDUSD,100.0,0.0,0.00327757266912
1458877789.0,GBPJPY,NZDUSD,100.0,2.3486105066e-30,0.00435501575316
1458877790.0,USDJPY,EURGBP,100.0,0.00112713126961,0.461965972056
1458877790.0,USDCHF,EURGBP,100.0,4.0586232146e-05,0.451946311793
1458877790.0,NZDUSD,EURUSD,98.0,0.0200545435456,0.0958700165258
1458877792.0,NZDJPY,NZDUSD,100.0,0.0,0.00314561627216
1458877795.0,EURJPY,USDCHF,100.0,0.0,0.00323451694606
1458877795.0,EURUSD,USDCHF,100.0,0.0,0.00310883767587
1458877796.0,GBPUSD,USDCAD,100.0,1.18740531625e-18,0.00665604388452
1458877797.0,GBPJPY,USDCAD,100.0,0.0,0.0057860521135
1458877798.0,USDCHF,GBPJPY,100.0,0.0,0.00420984442795
1458877798.0,NZDUSD,USDCAD,100.0,7.03531315475e-05,0.0123634835836
1458877800.0,NZDJPY,USDCAD,100.0,4.91871652653e-09,0.00591560674357
1458877802.0,USDCAD,USDCHF,100.0,0.0,0.00307104020933
1458877803.0,GBPUSD,USDCHF,100.0,0.0008152391858,0.0102471496188
1458877804.0,GBPJPY,USDJPY,100.0,2.05367911048e-05,0.487885704264
1458877804.0,USDJPY,GBPUSD,100.0,0.00409648963825,0.0243663683945
1458877805.0,USDCHF,NZDJPY,100.0,7.58945126669e-07,0.11643407278
1458877805.0,NZDUSD,USDCHF,100.0,0.00739391344195,0.012811864191
1458877807.0,USDCAD,USDJPY,98.0,0.0258366802673,0.475485863821
1458877808.0,USDJPY,NZDUSD,100.0,0.0,0.0031182368949
1458877808.0,USDCHF,USDJPY,100.0,1.36936189316e-07,0.340517314891
