symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
5m_USD,5m_,,-100.0,-100.0,15.44,15.44,-1544.0,2.0,0.0,-2.0,0.0,Paper,USD,
